Оценка выполненной работы руководителем,Факт выполнения плана (%),Количество часов работы,Число продаж страхований авто,Число продаж страхований имущества,Число дней больничного,Число дней отпуска,Возраст,Стаж работы (лет),Уровень образования,Пол,Отдел,Зарплата,Премия
6.6,15,143,5,12,8,2,49,26,High School,Male,HR,68955,22700.0
8.4,11,218,11,4,3,8,21,30,Bachelor,Female,Sales,76639,23100.0
3.7,69,172,30,13,1,19,58,11,PhD,Female,Marketing,76536,56600.0
4.7,53,132,21,20,3,27,54,9,Master,Female,Marketing,53187,43300.0
2.9,82,213,2,29,5,5,47,5,Master,Male,Marketing,39923,60900.0
3.1,19,248,10,8,6,4,53,30,High School,Female,IT,36033,17900.0
8.6,84,193,22,30,6,21,54,13,Bachelor,Female,Finance,54507,76400.0
9.8,1,213,21,11,17,4,20,37,Master,Male,Sales,53572,19400.0
7.3,35,268,23,25,9,2,25,0,Bachelor,Male,Marketing,102279,65600.0
2.8,37,117,12,9,0,0,64,7,Bachelor,Female,Marketing,83120,42200.0
1.9,48,232,43,30,0,26,45,7,PhD,Female,HR,46206,80200.0
9.4,84,173,3,13,13,25,33,36,PhD,Male,Sales,108681,15500.0
8.4,20,152,2,17,8,26,26,16,Master,Male,HR,31402,10000.0
1.5,61,106,32,14,7,8,36,17,High School,Female,HR,99092,52300.0
8.0,85,100,38,13,15,9,56,34,Bachelor,Male,Sales,88788,60000.0
3.3,41,136,19,4,2,25,57,13,Master,Male,Sales,44526,14900.0
6.6,89,255,23,7,2,24,51,22,Bachelor,Female,HR,68361,45400.0
1.7,98,172,48,9,9,19,20,24,Master,Female,Sales,82581,57300.0
7.8,37,153,0,21,18,20,46,36,High School,Male,Sales,98791,10000.0
6.4,67,107,12,20,14,8,63,24,High School,Female,Sales,91359,38900.0
6.3,39,288,48,0,16,28,28,4,Bachelor,Male,Marketing,84556,12300.0
2.7,35,119,3,22,5,13,49,31,PhD,Female,HR,87303,28900.0
9.2,82,168,21,16,7,3,53,23,High School,Female,Sales,35274,71000.0
6.9,54,195,17,29,20,22,25,38,High School,Male,Marketing,101216,28500.0
9.4,55,90,48,21,7,21,26,37,Master,Male,Sales,104620,79800.0
6.5,26,132,5,8,14,28,58,6,High School,Male,IT,51060,10000.0
5.6,51,110,13,12,10,24,51,30,PhD,Female,Sales,75697,13500.0
5.0,49,297,4,27,3,6,37,37,Master,Male,IT,77281,57200.0
8.4,17,132,10,29,11,6,38,16,Master,Female,HR,56065,47400.0
7.4,77,80,14,16,19,21,55,40,PhD,Female,Finance,64650,16900.0
5.6,35,277,33,29,2,16,54,39,High School,Male,HR,118963,78200.0
1.1,88,98,4,24,9,27,60,32,Bachelor,Male,HR,114768,23600.0
6.0,41,146,16,28,20,14,49,1,PhD,Male,Marketing,77504,28300.0
8.1,97,152,48,21,18,27,64,36,PhD,Male,IT,37842,61800.0
5.5,29,86,12,26,6,9,45,15,High School,Male,Finance,66430,49700.0
4.0,59,283,30,21,0,27,64,39,Master,Male,Finance,55134,60200.0
6.1,84,214,2,11,8,27,62,11,High School,Male,IT,67447,12900.0
3.7,1,235,17,15,7,23,50,5,Bachelor,Female,IT,56627,10200.0
6.5,0,264,9,20,8,13,38,32,Master,Female,IT,101358,23000.0
1.5,34,226,37,18,8,16,34,16,Master,Female,Finance,44072,45200.0
1.1,79,287,25,21,8,28,40,3,PhD,Female,Finance,103998,38400.0
3.8,73,298,21,16,0,21,22,3,Master,Female,Sales,79131,53500.0
7.8,15,115,5,24,2,26,24,15,High School,Male,HR,68704,31100.0
9.6,53,127,33,28,13,4,33,7,High School,Male,HR,72192,80100.0
4.8,84,183,11,22,13,11,34,20,High School,Female,Sales,84871,41800.0
7.1,13,98,3,30,9,18,53,16,PhD,Male,Sales,89357,30100.0
8.4,20,262,10,25,2,11,48,36,Bachelor,Male,HR,73848,55300.0
8.2,37,115,49,5,4,28,22,0,PhD,Male,IT,89353,48000.0
1.1,55,278,33,30,4,25,26,28,Bachelor,Female,IT,34848,63700.0
5.7,27,212,41,12,1,25,28,11,Bachelor,Female,HR,71688,51500.0
9.2,89,153,30,1,11,0,27,35,PhD,Female,Finance,88106,54600.0
9.0,34,249,39,13,9,19,21,5,PhD,Male,HR,95941,49700.0
6.8,11,286,32,17,0,18,56,3,Master,Female,IT,46870,56400.0
1.8,42,106,13,2,15,17,23,35,Master,Male,IT,57955,10000.0
7.2,33,118,5,14,9,4,53,29,High School,Female,Sales,45591,28300.0
3.5,47,292,39,15,0,11,47,32,Bachelor,Female,Sales,46972,71600.0
6.8,47,235,37,26,18,13,24,29,Bachelor,Male,IT,55390,54700.0
8.5,72,163,50,4,19,24,50,35,Bachelor,Female,Marketing,76088,32600.0
7.7,9,197,47,20,15,18,27,12,High School,Female,HR,72508,47100.0
3.3,100,171,14,30,12,28,54,3,Bachelor,Male,Sales,73283,43600.0
4.6,31,170,26,22,12,13,26,12,PhD,Female,Finance,55354,40500.0
1.7,19,259,12,4,0,11,41,28,High School,Female,Sales,33527,16100.0
4.4,66,89,35,29,1,27,46,26,Bachelor,Male,Sales,84116,78100.0
9.4,46,266,42,18,10,23,53,14,PhD,Male,HR,107196,58600.0
8.7,57,212,23,4,10,3,29,33,Master,Male,Sales,68611,40500.0
2.7,2,137,16,5,17,12,61,31,High School,Female,Finance,82883,10000.0
3.4,4,274,31,23,15,9,26,25,Master,Female,HR,49998,34500.0
9.6,50,298,38,19,3,8,21,33,PhD,Male,Marketing,110605,86700.0
5.9,62,182,7,0,14,9,31,20,Master,Female,IT,65951,10000.0
7.4,67,291,8,13,4,3,21,15,Bachelor,Male,Marketing,56297,51400.0
3.1,91,173,3,14,13,8,37,12,High School,Female,IT,34208,23500.0
8.6,76,255,46,23,13,17,57,0,Bachelor,Male,HR,70536,77500.0
6.0,32,200,15,17,19,22,50,24,PhD,Female,Marketing,35036,10000.0
7.2,82,185,19,14,16,8,35,13,Bachelor,Female,Marketing,53993,39000.0
7.4,68,262,22,3,6,25,21,34,High School,Male,Sales,82343,24700.0
5.9,38,91,17,24,6,18,47,23,Master,Male,Finance,50511,46200.0
2.6,34,202,18,10,8,17,44,36,Master,Female,IT,103735,15400.0
7.8,2,204,47,4,14,6,57,30,Bachelor,Female,Finance,96228,35200.0
8.6,55,83,20,30,16,14,64,4,PhD,Male,Sales,104777,52700.0
3.8,16,260,36,23,15,24,35,34,High School,Male,IT,72047,28900.0
4.4,26,194,8,25,16,25,23,21,Bachelor,Female,IT,54134,10000.0
5.7,79,261,39,12,12,25,59,9,Bachelor,Female,IT,71458,43100.0
1.2,55,261,31,6,16,4,53,33,Master,Female,Finance,108954,22900.0
6.4,64,163,26,9,2,24,62,26,Master,Male,Finance,59834,43500.0
7.9,69,202,47,20,14,9,30,25,Bachelor,Female,Finance,67645,76500.0
9.5,3,97,17,13,18,15,25,11,Master,Male,IT,92210,10000.0
2.7,17,83,22,21,3,0,25,17,Master,Female,Finance,112917,58000.0
2.0,21,270,19,29,0,22,26,32,High School,Male,Marketing,97500,50800.0
6.5,34,180,3,25,10,17,29,16,Master,Male,Sales,64218,26700.0
5.8,8,293,25,20,15,22,24,29,Master,Male,IT,86329,17000.0
3.5,64,199,36,22,4,23,53,33,Bachelor,Female,Sales,100557,64200.0
3.6,65,119,22,16,5,10,53,14,Master,Male,IT,51767,52700.0
4.1,14,84,9,19,8,10,60,22,Bachelor,Female,IT,49849,23900.0
3.8,99,136,6,25,12,16,36,21,Bachelor,Male,HR,105849,40800.0
1.3,88,171,33,27,15,19,47,22,High School,Male,Sales,80170,53500.0
1.2,89,109,3,30,15,12,34,32,High School,Male,HR,92019,35100.0
5.8,18,238,32,27,17,9,46,10,Master,Male,Finance,65787,46500.0
9.2,1,238,5,9,0,10,58,8,High School,Male,Sales,75689,27200.0
9.2,60,190,16,13,3,24,64,36,Bachelor,Male,HR,114106,41900.0
3.3,51,84,34,15,18,10,21,3,Master,Female,Sales,78322,32400.0
3.2,45,205,40,7,20,4,28,23,PhD,Male,IT,104924,26400.0
3.5,51,266,44,5,18,15,29,7,Master,Male,HR,30730,22800.0
2.1,58,127,47,6,20,16,28,39,PhD,Female,Marketing,82198,21600.0
1.1,98,287,7,25,13,26,63,6,Bachelor,Male,IT,75715,24100.0
7.2,20,107,41,0,12,15,25,7,PhD,Male,Marketing,75860,22400.0
8.3,3,299,35,2,11,2,56,21,High School,Female,Finance,65796,31500.0
3.7,3,108,14,10,0,6,55,3,High School,Male,IT,83720,31300.0
5.5,54,268,29,24,16,6,38,9,High School,Male,Finance,56539,54200.0
1.1,95,232,42,9,8,20,62,38,High School,Male,Marketing,106530,50200.0
4.7,29,200,24,20,1,18,30,10,PhD,Male,Marketing,113405,52100.0
5.1,77,99,23,2,19,27,31,22,Bachelor,Male,IT,113170,10000.0
4.2,94,206,41,16,6,8,58,23,Bachelor,Male,Marketing,85482,81600.0
4.6,70,122,24,20,2,12,50,17,High School,Female,Finance,84432,68200.0
6.6,99,143,40,0,3,0,54,31,Bachelor,Male,Marketing,42997,76900.0
5.5,67,278,25,5,10,23,56,11,PhD,Female,HR,116997,20600.0
8.9,43,262,33,4,9,16,35,20,Master,Female,IT,65493,35700.0
9.2,49,148,26,10,14,15,32,4,Bachelor,Female,IT,31766,31100.0
2.9,36,165,44,25,20,25,23,17,Bachelor,Female,HR,86298,33100.0
5.5,78,293,1,7,6,25,57,16,PhD,Male,HR,56139,10000.0
5.5,11,135,18,3,8,9,55,19,Master,Female,Sales,104777,11800.0
6.6,93,128,32,17,3,24,52,25,Bachelor,Female,Marketing,64813,68600.0
2.4,70,189,13,28,16,4,32,15,Bachelor,Male,Marketing,112608,44800.0
7.4,20,125,19,23,5,15,42,17,High School,Female,IT,114909,49300.0
1.9,2,175,21,7,7,0,48,31,PhD,Male,HR,33406,21900.0
4.4,58,80,40,28,8,21,56,12,High School,Female,IT,57507,71200.0
9.3,61,289,13,25,10,23,48,19,PhD,Male,Sales,52189,44400.0
9.2,91,284,40,3,1,26,21,1,High School,Female,IT,86272,62200.0
3.0,13,165,3,3,1,15,52,38,Master,Male,Sales,93739,10000.0
4.2,71,201,48,19,6,18,59,6,Bachelor,Female,IT,109729,76200.0
3.5,76,284,47,4,19,4,36,29,High School,Female,HR,62717,40800.0
6.5,12,298,36,0,12,19,53,40,High School,Female,Marketing,119252,10000.0
4.9,24,116,29,17,16,10,62,11,Bachelor,Female,IT,90153,29500.0
3.6,71,88,44,30,15,22,42,31,High School,Male,IT,74834,65500.0
5.3,87,288,28,23,13,5,38,38,High School,Male,Sales,40772,68200.0
1.8,0,248,22,23,9,18,27,0,Bachelor,Male,Finance,47911,24100.0
9.9,39,88,10,13,11,12,31,21,High School,Female,HR,69683,27000.0
1.0,57,87,20,4,6,0,63,33,High School,Male,Marketing,49103,33100.0
6.3,99,275,25,24,2,24,28,14,Master,Male,IT,92133,75300.0
5.2,45,239,27,22,13,25,49,22,High School,Female,IT,80501,32900.0
1.7,16,238,48,3,10,14,28,11,High School,Male,IT,74970,26700.0
6.0,13,156,28,10,13,28,54,22,Bachelor,Female,Sales,39516,10000.0
4.9,53,208,15,15,10,12,36,16,Bachelor,Male,Marketing,85090,31200.0
1.8,19,121,17,29,1,18,22,31,PhD,Male,IT,104022,49800.0
9.1,57,259,31,19,13,8,52,18,High School,Male,HR,76760,60800.0
2.6,49,218,14,13,17,24,34,26,Master,Female,Finance,71865,10000.0
2.6,61,225,19,13,14,7,37,6,Bachelor,Female,Marketing,83507,27000.0
6.7,7,256,28,10,13,22,30,16,High School,Male,IT,48325,10500.0
6.0,75,165,15,16,6,26,26,29,Bachelor,Female,IT,111379,35500.0
6.6,1,146,47,28,11,8,40,24,High School,Female,Marketing,92506,72500.0
8.9,92,113,46,17,1,0,40,26,High School,Female,HR,86061,114900.0
6.7,5,167,28,4,9,27,31,37,Master,Female,IT,60020,10000.0
2.0,47,251,42,11,17,27,21,33,High School,Male,IT,101239,15600.0
1.2,44,233,21,8,4,11,65,17,Master,Male,IT,119214,29600.0
6.1,32,132,42,19,10,22,27,5,PhD,Female,Sales,109697,50300.0
5.6,61,237,40,20,3,21,31,22,Master,Female,HR,91695,72500.0
3.9,42,106,42,16,4,25,23,23,High School,Female,Marketing,32831,53400.0
2.7,52,127,9,7,11,7,21,29,PhD,Male,HR,31255,11500.0
6.2,62,90,17,30,6,26,21,25,PhD,Male,Marketing,45004,55000.0
2.1,50,232,10,28,14,24,39,24,Master,Female,IT,101688,19200.0
9.9,19,185,12,24,20,12,38,16,Master,Female,Finance,93268,21500.0
6.2,26,181,30,1,1,25,38,11,Master,Male,Finance,110888,24700.0
2.4,59,171,10,3,16,6,47,9,PhD,Male,IT,71778,10000.0
9.9,18,225,17,22,12,6,50,23,PhD,Female,IT,74516,45200.0
9.2,60,234,39,17,12,22,50,16,PhD,Male,HR,105900,54900.0
4.8,55,134,41,11,19,6,59,24,Master,Female,Sales,81138,39600.0
3.1,13,224,49,11,2,1,46,17,PhD,Male,Finance,72307,70600.0
2.9,31,278,6,18,20,27,52,32,High School,Male,HR,50858,10000.0
3.1,68,236,22,1,18,9,52,34,PhD,Male,Marketing,102608,10000.0
3.7,42,95,2,17,12,14,53,3,High School,Female,Sales,85271,10000.0
1.9,63,167,33,10,15,2,52,28,Bachelor,Male,Finance,41335,38700.0
2.8,70,208,2,29,17,10,41,27,Bachelor,Female,Sales,38153,28100.0
6.6,64,80,27,28,13,4,35,36,Master,Female,HR,57253,71400.0
9.4,63,218,27,15,11,0,41,2,Bachelor,Female,IT,109700,65200.0
8.5,95,207,50,13,4,20,51,28,Bachelor,Male,IT,42921,87000.0
4.7,8,156,18,15,17,25,30,18,High School,Male,HR,92225,10000.0
4.5,2,272,4,8,9,6,35,29,High School,Female,HR,102884,10000.0
1.9,67,271,7,6,19,2,55,34,Bachelor,Female,Marketing,40268,10000.0
5.7,65,146,27,18,11,6,51,36,High School,Female,IT,87072,56900.0
4.2,55,125,21,26,4,23,41,33,Master,Male,HR,76394,53900.0
2.1,55,252,49,0,19,9,43,15,High School,Male,IT,58983,22700.0
4.5,11,106,37,16,20,25,42,23,High School,Male,HR,48635,10000.0
1.1,44,238,22,22,2,2,41,11,Bachelor,Male,IT,64577,64400.0
3.5,59,174,45,28,15,21,34,13,Master,Female,Marketing,61475,60700.0
8.5,21,205,18,14,19,22,23,38,PhD,Female,HR,75683,10000.0
5.5,95,192,29,6,10,27,27,37,PhD,Female,Finance,92909,30500.0
4.3,13,105,3,16,19,0,39,33,PhD,Female,Finance,117121,10000.0
2.8,75,134,40,8,3,28,50,35,Master,Female,IT,84927,46100.0
8.5,42,274,0,7,17,13,54,24,High School,Male,IT,41726,10000.0
5.2,55,240,10,9,14,7,33,12,High School,Male,Marketing,80239,15400.0
1.2,86,151,5,0,6,9,64,6,Bachelor,Male,IT,71706,12200.0
5.9,68,285,2,29,10,0,28,20,Bachelor,Female,Sales,108034,57700.0
2.5,33,91,40,17,20,10,65,25,Bachelor,Male,Finance,38638,30400.0
9.9,55,270,23,8,0,24,27,4,High School,Male,Sales,86520,47300.0
5.2,78,86,37,30,12,0,27,1,Bachelor,Female,Sales,63353,91800.0
4.3,54,98,14,22,17,11,48,10,High School,Female,IT,108834,26800.0
5.7,22,237,1,17,16,15,43,33,High School,Female,HR,112380,10000.0
5.6,32,191,6,9,10,28,40,24,Master,Female,Marketing,85466,10000.0
1.4,12,106,17,15,3,28,46,39,Master,Male,IT,52771,11900.0
9.5,75,81,29,25,15,7,27,6,High School,Female,HR,107002,71000.0
3.8,34,141,37,12,4,23,37,12,Master,Male,Finance,111287,41800.0
4.5,37,138,13,27,9,12,55,26,Bachelor,Male,HR,101059,43600.0
4.1,96,213,5,18,6,28,37,9,High School,Male,IT,82295,29000.0
7.3,39,234,27,24,4,3,25,33,Master,Male,HR,91545,78300.0
5.8,28,241,35,24,16,27,33,38,Master,Female,Marketing,53184,32000.0
4.1,94,158,49,24,15,13,55,17,PhD,Female,Marketing,69196,78400.0
3.2,65,204,19,28,18,27,21,6,High School,Female,IT,104150,23900.0
7.4,75,168,30,8,17,5,25,40,High School,Male,Marketing,71802,40300.0
7.3,56,162,8,15,0,24,41,33,Master,Female,IT,87163,37900.0
9.8,44,86,25,17,2,23,51,28,Bachelor,Female,Sales,103591,56300.0
9.7,62,106,32,18,20,5,59,36,High School,Male,Marketing,109494,52000.0
3.9,14,123,6,4,6,16,50,23,High School,Female,Marketing,94481,10000.0
4.8,54,90,4,21,20,25,34,30,High School,Female,Finance,96599,10000.0
4.0,71,182,36,14,5,22,40,7,Master,Female,IT,80147,54300.0
6.6,2,146,43,8,16,17,63,40,Master,Female,HR,50501,19800.0
9.6,96,158,40,6,20,25,53,26,PhD,Male,IT,97957,32000.0
7.3,86,280,34,28,3,6,20,35,Master,Female,IT,37618,104400.0
1.4,96,130,36,18,12,19,55,12,Master,Female,IT,112825,51600.0
7.6,43,179,4,16,4,1,31,31,Master,Female,IT,109884,47100.0
5.9,45,253,43,24,20,22,23,0,PhD,Female,Marketing,84425,42300.0
8.8,93,185,18,21,19,15,65,37,High School,Female,Finance,52299,42000.0
3.9,69,297,11,16,15,18,61,6,High School,Male,HR,49392,15500.0
2.0,62,266,3,1,17,18,55,24,High School,Female,Sales,101683,10000.0
5.8,99,93,13,23,7,23,50,22,High School,Male,Finance,114167,51800.0
8.7,17,134,41,13,6,11,53,28,Bachelor,Female,IT,61512,60000.0
8.2,10,100,43,25,10,20,39,34,PhD,Male,Finance,63847,59900.0
5.6,23,143,20,17,7,16,48,31,Master,Female,Marketing,94683,33600.0
8.7,91,100,30,16,10,17,48,25,PhD,Male,Marketing,37388,61700.0
3.2,84,218,9,3,8,24,56,11,Bachelor,Female,Finance,55729,10000.0
3.0,76,249,18,29,14,5,46,12,Bachelor,Male,HR,118744,57300.0
3.0,82,261,47,21,17,3,55,6,High School,Male,HR,111302,72100.0
8.3,96,177,11,5,20,9,52,21,Master,Male,HR,41801,14900.0
4.8,87,98,23,0,1,9,50,31,PhD,Male,Finance,74763,47700.0
10.0,7,181,39,19,3,17,38,1,High School,Female,IT,78481,66600.0
1.2,31,80,3,12,8,18,43,37,Bachelor,Female,IT,88083,10000.0
3.7,94,178,8,1,20,6,64,18,High School,Male,HR,43762,10000.0
2.5,8,133,42,25,7,11,31,21,PhD,Female,Marketing,109186,61900.0
9.9,25,109,48,15,17,13,36,33,PhD,Male,Finance,51941,50800.0
8.7,65,202,38,1,6,0,39,38,Master,Male,HR,83571,64400.0
9.2,99,152,17,11,2,27,60,32,Master,Male,Marketing,99098,50600.0
8.3,100,237,18,19,5,8,57,38,High School,Male,Finance,62048,75100.0
4.7,18,279,37,30,11,4,21,22,Bachelor,Male,IT,60727,70800.0
8.7,65,164,26,7,7,11,39,38,Master,Female,Finance,69584,48400.0
1.1,22,268,28,8,4,23,48,10,Master,Female,Finance,74647,17800.0
3.5,54,232,18,13,4,16,37,36,Master,Female,Sales,67018,36700.0
8.2,10,234,40,28,16,13,30,3,High School,Male,HR,89173,56400.0
8.6,14,143,46,6,13,16,36,23,High School,Male,IT,55567,34400.0
4.4,35,154,44,5,8,18,36,3,Bachelor,Female,Finance,110238,36800.0
3.3,61,176,19,18,18,5,34,34,PhD,Female,Marketing,79238,29900.0
9.2,19,211,41,10,4,19,24,27,Bachelor,Female,Marketing,116198,53100.0
4.1,36,300,38,14,15,7,26,10,PhD,Female,Finance,55105,41000.0
7.8,75,181,50,19,9,9,48,5,Master,Female,IT,92308,89600.0
8.3,50,136,11,3,4,10,55,37,Master,Female,Marketing,69190,29100.0
1.3,74,97,19,18,18,12,25,9,PhD,Male,HR,67249,22800.0
8.6,94,275,7,14,11,8,54,12,Bachelor,Female,HR,53524,43400.0
2.1,68,122,43,6,0,10,42,12,PhD,Female,Finance,68063,66600.0
4.9,18,298,6,24,2,22,57,33,Master,Female,Marketing,76595,31200.0
4.8,98,262,11,9,6,7,47,27,Bachelor,Female,Finance,30293,44500.0
7.7,71,183,36,0,17,8,34,19,Master,Female,IT,80703,30700.0
1.9,75,93,20,6,3,8,54,34,PhD,Female,IT,113732,41300.0
4.6,92,246,14,29,4,0,33,17,High School,Male,IT,104503,86300.0
4.6,99,95,49,26,19,18,32,21,Bachelor,Female,HR,86923,70900.0
7.1,51,193,34,12,1,15,53,13,Bachelor,Female,IT,64649,64500.0
6.8,49,300,19,28,2,9,55,6,PhD,Female,IT,32783,76300.0
9.6,97,105,18,8,16,20,39,25,Master,Male,Marketing,33839,26300.0
8.9,43,260,28,2,1,20,36,39,Bachelor,Male,Finance,96486,39700.0
4.7,1,285,33,21,14,27,34,36,Bachelor,Male,IT,73531,19200.0
9.8,51,136,19,5,4,20,65,7,PhD,Male,HR,104048,33400.0
6.2,61,277,9,9,18,1,26,31,Bachelor,Male,Marketing,56872,16200.0
9.0,91,276,9,20,12,23,40,15,High School,Male,Finance,68757,37300.0
9.4,92,146,18,2,9,20,49,2,Bachelor,Male,HR,82941,29400.0
7.3,62,263,45,23,6,28,28,31,Master,Male,Marketing,68859,72700.0
9.0,79,135,30,22,14,7,60,33,High School,Male,Sales,54955,69700.0
6.8,78,203,49,7,0,27,53,23,Bachelor,Female,IT,59127,69500.0
3.5,73,257,33,27,9,12,57,33,PhD,Male,Finance,77267,72400.0
4.4,23,152,39,19,3,24,48,30,High School,Male,IT,76613,53200.0
1.0,6,239,21,21,3,3,22,14,High School,Male,Marketing,116866,47300.0
5.8,66,251,32,1,11,11,65,16,Bachelor,Male,HR,86052,31900.0
9.0,100,236,42,27,20,3,49,9,PhD,Female,HR,95494,87500.0
6.6,71,111,8,21,16,11,61,3,Master,Male,HR,68355,31000.0
5.0,2,194,45,3,14,12,30,14,High School,Male,IT,98848,20100.0
3.1,91,153,29,5,3,2,42,13,High School,Male,HR,83286,62000.0
7.2,33,156,6,12,14,18,40,6,High School,Female,Marketing,102476,10000.0
1.1,64,131,21,3,2,27,48,33,Master,Female,Finance,96519,15900.0
1.1,52,129,30,19,16,18,23,10,Bachelor,Female,HR,91696,26300.0
5.3,81,172,37,12,0,14,52,11,Master,Male,Sales,56036,75900.0
4.5,24,269,41,7,14,16,60,39,Master,Male,Finance,32528,23700.0
8.6,31,288,36,15,6,22,48,11,Bachelor,Female,Finance,104420,51000.0
2.9,79,182,24,25,18,26,32,16,High School,Male,HR,64223,29000.0
6.5,83,245,42,20,1,28,38,39,Bachelor,Female,Marketing,92330,79900.0
9.1,72,243,27,18,2,22,53,9,High School,Male,Sales,74255,67800.0
1.6,92,151,46,21,4,13,46,33,Bachelor,Female,Sales,65050,87300.0
4.3,22,280,1,20,0,15,28,17,Master,Female,Finance,103174,31200.0
6.9,56,299,13,7,0,19,56,32,PhD,Female,IT,110201,35100.0
4.8,58,274,36,1,3,28,23,39,PhD,Male,Marketing,34324,30500.0
6.6,38,227,19,2,4,20,42,4,Bachelor,Male,IT,41488,18600.0
2.7,21,204,40,23,15,8,30,11,High School,Male,Sales,77694,48200.0
2.5,22,213,28,14,2,0,34,38,Bachelor,Female,IT,103491,56600.0
4.2,7,239,22,4,17,14,58,33,Bachelor,Male,IT,71522,10000.0
4.0,16,83,29,7,5,13,33,27,Master,Female,Marketing,56551,29300.0
2.8,25,142,38,11,1,22,51,40,Master,Male,HR,92247,43600.0
3.6,46,206,24,16,10,15,30,16,PhD,Male,Sales,71726,34000.0
9.0,68,179,31,4,15,24,29,26,Bachelor,Female,HR,108335,21400.0
8.6,92,125,24,24,17,8,33,29,PhD,Male,HR,82409,62800.0
2.3,72,149,25,6,16,14,20,2,PhD,Male,Finance,108318,14200.0
6.0,41,282,41,20,9,18,53,8,Master,Male,Finance,82883,59300.0
5.9,30,173,22,17,1,10,46,6,High School,Female,Finance,54559,56300.0
6.8,30,115,22,15,10,13,57,38,Master,Female,Marketing,71688,34100.0
7.9,66,94,40,0,8,25,49,12,Master,Female,Marketing,57465,34600.0
3.7,74,268,3,1,6,27,27,33,Master,Female,Finance,69866,10000.0
7.5,42,188,11,0,5,5,31,26,High School,Male,HR,48470,23600.0
6.0,75,229,28,7,10,19,60,18,Master,Male,Sales,119712,34000.0
5.3,87,101,29,17,17,2,43,20,High School,Female,Sales,49229,55200.0
2.3,31,111,6,10,17,17,63,6,Master,Male,Finance,47644,10000.0
2.2,7,148,9,11,7,10,36,28,Master,Male,HR,74219,10000.0
2.8,97,106,49,23,9,7,38,24,High School,Female,Finance,36762,93200.0
6.9,92,161,5,29,7,24,46,25,Bachelor,Male,IT,49893,51900.0
8.1,19,217,48,26,12,25,43,2,PhD,Male,Marketing,99763,59900.0
6.2,35,94,46,20,15,27,65,28,Master,Male,Sales,61680,41900.0
2.3,67,266,25,14,7,10,54,19,Bachelor,Male,IT,53289,46700.0
3.0,22,274,14,30,17,12,31,22,Bachelor,Male,IT,108439,25600.0
9.4,63,93,43,29,8,6,63,23,High School,Female,Finance,79442,102200.0
5.0,67,173,32,10,2,11,45,18,PhD,Female,Finance,96267,62100.0
6.2,40,101,36,26,15,19,26,38,High School,Female,Finance,100950,50400.0
9.3,96,183,30,13,12,17,28,19,High School,Female,Sales,78825,55900.0
8.4,44,272,3,22,17,28,39,1,Bachelor,Male,IT,53903,10000.0
4.5,11,251,4,11,18,14,65,8,PhD,Female,Finance,80453,10000.0
4.1,95,107,49,2,1,24,36,4,Master,Male,Marketing,93539,62700.0
9.7,51,137,49,26,2,20,37,4,High School,Male,Finance,118132,98700.0
5.9,96,145,38,2,13,12,41,21,PhD,Female,Marketing,89182,43600.0
8.7,27,157,50,13,17,18,35,21,High School,Male,HR,84855,43000.0
7.4,12,265,45,21,2,4,25,25,Master,Female,Marketing,76766,86900.0
4.4,62,167,32,3,15,19,42,22,PhD,Male,Sales,72992,14900.0
2.7,31,163,33,2,1,18,27,6,Master,Female,HR,57578,30700.0
9.9,46,266,28,9,3,11,54,14,PhD,Female,Finance,48106,58100.0
1.0,45,228,49,3,6,5,24,11,High School,Male,Finance,45520,52000.0
6.4,17,87,36,23,3,26,30,40,Master,Male,Marketing,90721,56400.0
7.8,43,226,14,6,1,6,38,5,Master,Female,IT,66044,43500.0
4.8,33,255,12,20,8,6,47,2,High School,Male,HR,101351,39500.0
1.4,54,106,27,16,15,8,34,21,High School,Female,IT,31595,32000.0
1.8,67,287,18,25,19,16,28,11,High School,Female,Marketing,107723,25200.0
7.0,14,277,13,24,9,5,57,8,High School,Male,Finance,46585,44200.0
3.2,37,213,29,27,18,28,48,6,High School,Male,Sales,101097,23000.0
5.4,66,214,26,19,16,3,52,22,High School,Male,IT,65982,50100.0
9.0,22,178,17,26,18,0,41,16,Bachelor,Male,Finance,38563,44600.0
4.1,56,276,16,13,4,23,47,38,Bachelor,Female,HR,82207,29500.0
4.6,95,294,42,0,19,20,42,27,PhD,Female,IT,82554,21700.0
3.1,99,154,45,27,18,21,22,0,Master,Female,Finance,36540,64400.0
4.1,95,111,40,13,14,23,27,0,High School,Male,Finance,85545,45200.0
1.5,29,152,1,29,11,27,61,2,PhD,Male,Sales,56626,10000.0
2.2,14,251,47,24,12,1,28,30,Master,Male,Finance,48180,66600.0
6.1,97,199,20,22,15,10,31,19,PhD,Male,Finance,111743,54300.0
7.5,65,225,35,1,4,13,44,24,High School,Male,HR,34944,50000.0
8.1,5,281,31,10,13,6,47,25,High School,Male,Marketing,33397,31700.0
3.2,59,164,47,22,19,3,60,13,Master,Female,IT,54889,63100.0
1.3,31,269,44,7,3,18,51,40,Bachelor,Male,HR,92338,42400.0
2.1,52,102,42,10,16,24,34,8,Bachelor,Male,HR,85143,20800.0
6.7,18,200,8,15,5,16,56,38,Bachelor,Male,Marketing,69574,23300.0
6.4,22,244,46,25,11,6,45,11,Master,Female,Marketing,105505,74900.0
1.1,52,178,21,27,14,13,56,3,High School,Male,IT,41317,38300.0
